lat,lon,type
25.8226335,-80.3410342,tree
25.8225333,-80.3413004,tree
25.8222493,-80.3411872,tree
25.8223296,-80.3413313,tree
25.8221099,-80.3412656,tree
25.8219989,-80.3411012,tree
25.8223711,-80.3410917,tree
25.8227979,-80.3409179,tree
25.8226665,-80.3409248,tree
25.822724,-80.3408907,tree
25.8222454,-80.3408698,tree
25.8222027,-80.3407959,tree
25.8220928,-80.3407415,tree
25.8217907,-80.3411562,tree
25.8218089,-80.3406353,tree
25.8218129,-80.3405601,tree
25.8217725,-80.3405082,tree
25.8214407,-80.3405638,tree
25.8216188,-80.340751,tree
25.8217508,-80.3407978,tree
25.8214151,-80.3402528,tree
25.8213394,-80.3402907,tree
25.8212483,-80.3402281,tree
25.8213724,-80.3401409,tree
25.8215704,-80.3398229,tree
25.8216336,-80.3397325,tree
25.8216313,-80.3398406,tree
25.8217042,-80.3398444,tree
25.8216882,-80.3397843,tree
25.8215164,-80.3393089,tree
25.8223154,-80.33924,tree
25.8220997,-80.3392925,tree
25.8224497,-80.3392786,tree
25.8220645,-80.3394547,tree
25.8214645,-80.3391815,tree
25.8212152,-80.3392453,tree
25.821189,-80.3392959,tree
25.821135,-80.3392934,tree
25.821061,-80.339244,tree
25.821032,-80.3392061,tree
25.8208083,-80.3395595,tree
25.8207554,-80.3394464,tree
25.8205847,-80.3394091,tree
25.8207406,-80.3392478,tree
25.8208749,-80.3391619,tree
25.82081,-80.339148,tree
25.8207509,-80.3391024,tree
25.8208487,-80.3390019,tree
25.8209278,-80.3390183,tree
25.8210712,-80.3390892,tree
25.8210064,-80.3390525,tree
25.82083,-80.3390108,tree
25.8208664,-80.3390266,tree
25.8204523,-80.3391337,tree
25.8204696,-80.3390732,tree
25.8204388,-80.3389372,tree
25.8201085,-80.3388824,tree
25.8199925,-80.3388203,tree
25.8198825,-80.3387852,tree
25.8198179,-80.3387231,tree
25.8197304,-80.3386893,tree
25.8199163,-80.3390476,tree
25.82,-80.3392807,tree
25.8197075,-80.3388111,tree
25.8196471,-80.3388336,tree
25.8196437,-80.3387518,tree
25.8195701,-80.3388065,tree
25.8195577,-80.3386901,tree
25.819468,-80.3386334,tree
25.8192753,-80.3399047,tree
25.8192981,-80.3398248,tree
25.8192405,-80.3397889,tree
25.819402,-80.3403283,tree
25.8194339,-80.3406115,tree
25.8194009,-80.3407886,tree
25.8194037,-80.3409118,tree
25.8195472,-80.3409144,tree
25.8196285,-80.341018,tree
25.8195676,-80.3410945,tree
25.8194618,-80.3411394,tree
25.8195153,-80.3412501,tree
25.8196826,-80.3411938,tree
25.8197947,-80.3413183,tree
25.8197993,-80.3412381,tree
25.8197281,-80.341276,tree
25.8197321,-80.3412102,tree
25.8198812,-80.3415175,tree
25.8197031,-80.3414081,tree
25.8196456,-80.3413588,tree
25.8195489,-80.3413961,tree
25.8195676,-80.3414555,tree
25.8198658,-80.3415775,tree
25.8199023,-80.3420036,tree
25.8199677,-80.342022,tree
25.8200036,-80.3420669,tree
25.8200201,-80.3421004,tree
25.8199279,-80.3419354,tree
25.8199017,-80.3418949,tree
25.8199586,-80.341838,tree
25.8199137,-80.3417855,tree
25.8198698,-80.3418254,tree
25.8198414,-80.34174,tree
25.8199427,-80.3417293,tree
25.8197486,-80.3416269,tree
25.8198015,-80.3416016,tree
25.8198328,-80.341668,tree
25.8197634,-80.341582,tree
25.8196951,-80.3415409,tree
25.8196302,-80.3415169,tree
25.8190895,-80.3418618,tree
25.8192759,-80.3409782,tree
25.8192331,-80.3408622,tree
25.8192946,-80.3409102,tree
25.8192653,-80.3407821,tree
25.8192304,-80.3406808,tree
25.8192015,-80.3407463,tree
25.8191786,-80.3405006,tree
25.8191001,-80.3404743,tree
25.8190832,-80.3403813,tree
25.8190754,-80.3403037,tree
25.8192608,-80.3404422,tree
25.8190078,-80.340257,tree
25.8189043,-80.3399666,tree
25.819149,-80.339806,tree
25.8191558,-80.3397377,tree
25.81898,-80.3392863,tree
25.819047,-80.33933,tree
25.8190387,-80.3392683,tree
25.8190054,-80.3392144,tree
25.8189675,-80.3392391,tree
25.8188954,-80.3391384,tree
25.8188894,-80.3390927,tree
25.8189033,-80.339046,tree
25.8188871,-80.3389957,tree
25.8189033,-80.3389417,tree
25.8188917,-80.3388925,tree
25.8188765,-80.3388591,tree
25.8187729,-80.3388385,tree
25.8177812,-80.3423625,tree
25.8178233,-80.3422521,tree
25.81773,-80.3423287,tree
25.8177815,-80.342208,tree
25.8177934,-80.3421383,tree
25.8176894,-80.342162,tree
25.8176553,-80.3421017,tree
25.8176687,-80.3422274,tree
25.8177285,-80.3422517,tree
25.8176952,-80.3422839,tree
25.8172212,-80.3416453,tree
25.8171532,-80.3416199,tree
25.8171004,-80.3416839,tree
25.8174369,-80.3413004,tree
25.8174589,-80.3412337,tree
25.8174238,-80.3411795,tree
25.81744,-80.3411208,tree
25.8174092,-80.3410721,tree
25.8173558,-80.3412218,tree
25.8173503,-80.341149,tree
25.8173244,-80.3410423,tree
25.8196502,-80.3425352,tree
25.819695,-80.3425439,tree
25.8197177,-80.3426163,tree
25.8193414,-80.3421079,tree
25.8192822,-80.3420848,tree
25.8192416,-80.3421269,tree
25.8192244,-80.3420586,tree
25.8191514,-80.342072,tree
25.8191805,-80.3421392,tree
25.8192938,-80.3423092,tree
25.8193308,-80.342282,tree
25.8192568,-80.3422687,tree
25.8192083,-80.3423231,tree
25.8191819,-80.3422625,tree
25.8191274,-80.3423061,tree
25.8190821,-80.3422568,tree
25.8191251,-80.3422281,tree
25.8205622,-80.3428296,tree
25.8205545,-80.3429089,tree
25.8205127,-80.3429201,tree
25.8204841,-80.3428659,tree
25.8204447,-80.3429472,tree
25.8204368,-80.3428913,tree
25.820327,-80.342835,tree
25.8202837,-80.3428818,tree
25.8202627,-80.3428371,tree
25.8207067,-80.3429249,tree
25.8206627,-80.3429696,tree
25.6391501,-80.3979091,tree
25.6391417,-80.3982383,tree
25.6391054,-80.3981639,tree
25.6392916,-80.3982464,tree
25.6390159,-80.3981042,tree
25.6389162,-80.398237,tree
25.6388848,-80.3979741,tree
25.6390474,-80.3978809,tree
25.639074,-80.3977723,tree
25.6387808,-80.397956,tree
25.6386871,-80.3980828,tree
25.6385109,-80.3980914,tree
25.639247,-80.3968756,tree
25.6390229,-80.3968712,tree
25.6389336,-80.3966155,tree
25.638841,-80.3967995,tree
25.6395136,-80.3946918,tree
25.6391919,-80.3961834,tree
25.6393587,-80.3963542,tree
25.6393737,-80.396425,tree
25.6384005,-80.3969986,tree
25.6382864,-80.3970729,tree
25.638142,-80.3969774,tree
25.6381293,-80.3969013,tree
25.6380782,-80.3968597,tree
25.6382824,-80.3968606,tree
25.6384412,-80.3968641,tree
25.6385481,-80.3968827,tree
25.6384986,-80.3967456,tree
25.6380064,-80.3969676,tree
25.6379227,-80.3970446,tree
25.6386222,-80.3960449,tree
25.6390455,-80.3960197,tree
25.6389837,-80.3961892,tree
25.6407594,-80.3966925,tree
25.6376401,-80.3979909,tree
25.6378427,-80.3982723,tree
25.6379345,-80.3981935,tree
25.6379456,-80.3980422,tree
25.6379249,-80.3978591,tree
25.6273196,-80.4051053,tree
25.6272023,-80.4051917,tree
25.6342452,-80.3987877,tree
25.6336808,-80.399376,tree
25.6336122,-80.3994388,tree
25.6335603,-80.3994874,tree
25.6334758,-80.3995626,tree
25.6316193,-80.4014213,tree
25.6315676,-80.4014564,tree
25.630647,-80.4022715,tree
25.630584,-80.4023224,tree
25.6295019,-80.4054203,tree
25.6296192,-80.4053045,tree
25.6297365,-80.4052052,tree
25.6298314,-80.405124,tree
25.6286083,-80.4061247,tree
25.6280243,-80.4066953,tree
25.6267285,-80.4076195,tree
25.62675,-80.4067837,tree
25.6266623,-80.4068627,tree
25.6266887,-80.4069215,tree
25.6267331,-80.4069489,tree
25.6267324,-80.4070878,tree
25.6267539,-80.4070735,tree
25.793676,-80.2729695,tree
25.7936856,-80.2727598,tree
25.7936907,-80.2725429,tree
25.7937016,-80.2723293,tree
25.7932303,-80.2723025,tree
25.7932632,-80.272502,tree
25.7932506,-80.2727173,tree
25.7932442,-80.2729332,tree
25.7932415,-80.2731206,tree
25.7932371,-80.2732254,tree
25.7933365,-80.2720398,tree
25.7933604,-80.2721075,tree
25.7933172,-80.271968,tree
25.7932659,-80.2721283,tree
25.7932312,-80.272071,tree
25.7932361,-80.2719965,tree
25.7932417,-80.2719407,tree
25.7935717,-80.2720421,tree
25.7935116,-80.2719023,tree
25.7934506,-80.2719345,tree
25.7934471,-80.2719894,tree
25.7934733,-80.2720783,tree
25.7935323,-80.2721097,tree
25.7936004,-80.2721,tree
25.7936538,-80.2720898,tree
25.793686,-80.2720341,tree
25.7936351,-80.2719757,tree
25.7935829,-80.2719261,tree
25.793755,-80.2721493,tree
25.7937661,-80.2722236,tree
25.7937741,-80.2722926,tree
25.7937786,-80.2723723,tree
25.7937744,-80.2724486,tree
25.7937723,-80.2725129,tree
25.7937661,-80.2726477,tree
25.7937692,-80.2727043,tree
25.7937689,-80.2727667,tree
25.6109043,-80.3998858,tree
25.6733519,-80.3735517,tree
25.8986003,-80.3747904,tree
25.8986009,-80.3746656,tree
25.8986014,-80.3745496,tree
25.8986021,-80.3744148,tree
25.8986027,-80.3742915,tree
25.8986033,-80.3741661,tree
25.8986039,-80.3740232,tree
25.8986045,-80.3739059,tree
25.67863,-80.3719899,tree
25.6781876,-80.3728913,tree
25.7693731,-80.3864923,tree
25.7693539,-80.3865149,tree
25.7693344,-80.3864874,tree
25.7693129,-80.3865118,tree
25.769297,-80.3864821,tree
25.7692703,-80.3865126,tree
25.7692539,-80.3864826,tree
25.7692316,-80.3865065,tree
25.7692205,-80.3864781,tree
25.7691926,-80.3864985,tree
25.7691683,-80.3864742,tree
25.769142,-80.3864958,tree
25.7690894,-80.3864963,tree
25.7691013,-80.3864666,tree
25.7690723,-80.3864671,tree
25.7690488,-80.3864976,tree
25.769032,-80.3864702,tree
25.7690109,-80.3864932,tree
25.768985,-80.3864649,tree
25.7689679,-80.3864927,tree
25.7689464,-80.3864631,tree
25.7689252,-80.3864892,tree
25.7689077,-80.3864631,tree
25.7688914,-80.3864874,tree
25.7688707,-80.3864578,tree
25.7688499,-80.3864865,tree
25.7688197,-80.386456,tree
25.7688009,-80.3864799,tree
25.7687874,-80.3864516,tree
25.7687675,-80.3864843,tree
25.7687452,-80.3864525,tree
25.769354,-80.3868167,tree
25.7693111,-80.3868663,tree
25.7692846,-80.3868065,tree
25.7692415,-80.3868532,tree
25.7692102,-80.3867939,tree
25.7691744,-80.3868418,tree
25.7691416,-80.3867808,tree
25.7691027,-80.3868319,tree
25.7690751,-80.3867709,tree
25.7690441,-80.3868202,tree
25.7690065,-80.386761,tree
25.7689749,-80.3867977,tree
25.7689392,-80.3867525,tree
25.7689019,-80.3867928,tree
25.7688333,-80.3867869,tree
25.7688619,-80.3867391,tree
25.7687986,-80.3867324,tree
25.7687639,-80.3867761,tree
25.7687302,-80.3867245,tree
25.768685,-80.3867677,tree
25.7686582,-80.386711,tree
25.7686196,-80.386758,tree
25.768598,-80.3866962,tree
25.7685617,-80.3867455,tree
25.7685305,-80.3866857,tree
25.7684971,-80.3867318,tree
25.7684253,-80.3867277,tree
25.768455,-80.3866725,tree
25.7963243,-80.3251762,tree
25.8334718,-80.267908,tree
25.7462546,-80.3678496,tree
25.6576382,-80.4785343,tree
25.6575678,-80.4786302,tree
25.6578735,-80.478624,tree
25.6541358,-80.4784989,tree
25.654344,-80.4784884,tree
25.6544829,-80.4784971,tree
25.654756,-80.4784964,tree
25.6546665,-80.4784977,tree
25.6517143,-80.4799372,tree
25.6390857,-80.477268,tree
25.6391926,-80.4772588,tree
25.6389611,-80.4767504,tree
25.6390135,-80.4767065,tree
25.6390194,-80.4766091,tree
25.6390358,-80.4764978,tree
25.639118,-80.4763522,tree
25.6390601,-80.4763202,tree
25.6393302,-80.4763464,tree
25.6394705,-80.4763476,tree
25.6396545,-80.4763645,tree
25.6397527,-80.4763926,tree
25.6397368,-80.4764904,tree
25.6397666,-80.4766638,tree
25.6397642,-80.4767943,tree
25.6397177,-80.4767346,tree
25.6397166,-80.4768636,tree
25.6397225,-80.4770789,tree
25.6397225,-80.4772053,tree
25.6396021,-80.4773031,tree
25.639501,-80.4773115,tree
25.6395496,-80.4772773,tree
25.6394396,-80.477268,tree
25.6393677,-80.4772958,tree
25.6392892,-80.4772777,tree
25.6396927,-80.47728,tree
25.6397663,-80.4769934,tree
25.6398,-80.4769176,tree
25.6390078,-80.4769635,tree
25.6389901,-80.4770467,tree
25.6389936,-80.4771452,tree
25.6389776,-80.477225,tree
25.6390134,-80.477282,tree
25.610441,-80.4535298,tree
25.6104603,-80.4530145,tree
25.6104777,-80.4527381,tree
25.6104126,-80.4543544,tree
25.6104089,-80.4542189,tree
25.6104216,-80.4541495,tree
25.6105016,-80.4518938,tree
25.6104997,-80.4517556,tree
25.6105366,-80.4511005,tree
25.6105398,-80.4509766,tree
25.6105821,-80.4499963,tree
25.6763326,-80.3745025,tree
25.6763585,-80.3744037,tree
25.6762598,-80.3744235,tree
25.6763054,-80.3744065,tree
25.6762963,-80.3745008,tree
25.6763501,-80.3748546,tree
25.6290878,-80.3427394,tree
25.7967851,-80.1296901,tree
25.7967343,-80.1295604,tree
25.796785,-80.1294865,tree
25.7968846,-80.1295326,tree
25.7967955,-80.1294313,tree
25.7966966,-80.1294267,tree
25.7967624,-80.1293701,tree
25.7966451,-80.129284,tree
25.7967134,-80.1293316,tree
25.7967384,-80.129288,tree
25.7965641,-80.1290468,tree
25.7966033,-80.1291516,tree
25.7966497,-80.1291951,tree
25.7966543,-80.1291566,tree
25.7965219,-80.1289149,tree
25.7965747,-80.1289487,tree
25.7966288,-80.128972,tree
25.9091774,-80.355254,tree
25.7726939,-80.1409346,tree
25.7727229,-80.1409514,tree
25.7727482,-80.1409688,tree
25.7727833,-80.1409969,tree
25.7728267,-80.1410197,tree
25.7728593,-80.1410472,tree
25.7729016,-80.1409601,tree
25.7728612,-80.1409413,tree
25.7728225,-80.1409098,tree
25.7727851,-80.1408856,tree
25.7727543,-80.1408729,tree
25.7727126,-80.1408421,tree
25.7726661,-80.1408099,tree
25.7726613,-80.1409138,tree
25.7726087,-80.1408729,tree
25.772584,-80.1408561,tree
25.7725339,-80.1408307,tree
25.7724892,-80.1407965,tree
25.7724433,-80.1407663,tree
25.7725973,-80.1407609,tree
25.772555,-80.1407341,tree
25.7724964,-80.1406878,tree
25.7724391,-80.1406509,tree
25.7724095,-80.1406241,tree
25.7723726,-80.1406067,tree
25.7723406,-80.1405792,tree
25.772302,-80.1405544,tree
25.7722513,-80.1405155,tree
25.7720997,-80.140323,tree
25.772081,-80.1403639,tree
25.7720906,-80.1404122,tree
25.7721287,-80.1404384,tree
25.7721951,-80.1404779,tree
25.7724143,-80.1407421,tree
25.7723865,-80.140726,tree
25.7723612,-80.1406999,tree
25.7723292,-80.1406751,tree
25.7722996,-80.1406623,tree
25.7722778,-80.1406483,tree
25.7722555,-80.1406308,tree
25.7722289,-80.1406154,tree
25.7721987,-80.1405953,tree
25.7721764,-80.1405698,tree
25.772151,-80.1405557,tree
25.7721202,-80.1405343,tree
25.772087,-80.1405115,tree
25.7719771,-80.1401869,tree
25.7720115,-80.1401936,tree
25.7720019,-80.1402318,tree
25.7719687,-80.1402298,tree
25.7719463,-80.1401909,tree
25.7720641,-80.1404967,tree
25.7720345,-80.1404766,tree
25.7719952,-80.1404518,tree
25.7719644,-80.140435,tree
25.7719306,-80.1404136,tree
25.7719016,-80.1403961,tree
25.7718207,-80.1403371,tree
25.7717941,-80.1403237,tree
25.7717706,-80.1403023,tree
25.7717434,-80.1402882,tree
25.6880052,-80.3401835,tree
25.8533376,-80.3846519,tree
25.8533887,-80.3846611,tree
25.8533841,-80.3847248,tree
25.8533308,-80.3847203,tree
25.6765244,-80.3747947,tree
25.6765587,-80.3746443,tree
25.6765408,-80.3754161,tree
25.6765249,-80.3753091,tree
25.6764582,-80.3769374,tree
25.6765589,-80.3773795,tree
25.6770441,-80.3764761,tree
25.6769997,-80.3765639,tree
25.6767547,-80.3749956,tree
25.6763938,-80.3730517,tree
25.6762907,-80.3730423,tree
25.6748566,-80.3726198,tree
25.6749239,-80.3726238,tree
25.6749885,-80.372631,tree
25.6749244,-80.3725481,tree
25.6748644,-80.3725481,tree
25.6748699,-80.372481,tree
25.6749299,-80.372479,tree
25.6750013,-80.3724876,tree
25.6749908,-80.3723784,tree
25.6749276,-80.372384,tree
25.6748653,-80.3723758,tree
25.8359396,-80.1270908,tree
25.8360437,-80.1271429,tree
25.8361094,-80.1271875,tree
25.8361688,-80.1272314,tree
25.836223,-80.12727,tree
25.8362577,-80.127233,tree
25.8362895,-80.1271884,tree
25.8364031,-80.1271337,tree
25.8364459,-80.127064,tree
25.8364404,-80.1269949,tree
25.8364408,-80.1272476,tree
25.8364332,-80.1273683,tree
25.8365406,-80.1272982,tree
25.8365671,-80.1272261,tree
25.8365073,-80.1271693,tree
25.8365247,-80.1270829,tree
25.8365296,-80.1270473,tree
25.8365469,-80.1269555,tree
25.8368226,-80.1261003,tree
25.8368445,-80.1260562,tree
25.8369154,-80.1260535,tree
25.836874,-80.1259766,tree
25.8367706,-80.1259833,tree
25.8367767,-80.1259201,tree
25.8367641,-80.1258549,tree
25.8367763,-80.1257219,tree
25.8368357,-80.1256741,tree
25.8367658,-80.1256444,tree
25.8367463,-80.1255526,tree
25.8366707,-80.1255758,tree
25.836768,-80.1254823,tree
25.8365833,-80.1274893,tree
25.8365801,-80.1275545,tree
25.8363714,-80.1276288,tree
25.8364718,-80.1276562,tree
25.8365118,-80.1277118,tree
25.8364658,-80.127807,tree
25.8364495,-80.1278441,tree
25.8364756,-80.127885,tree
25.8366357,-80.1277186,tree
25.836648,-80.1277786,tree
25.8366646,-80.1278126,tree
25.8366733,-80.1279246,tree
25.8367131,-80.1279973,tree
25.8367524,-80.1280405,tree
25.8367733,-80.1280694,tree
25.8367478,-80.1280888,tree
25.8367564,-80.1281543,tree
25.836824,-80.1280215,tree
25.8366578,-80.1284641,tree
25.8367537,-80.128439,tree
25.8366138,-80.1285928,tree
25.8365205,-80.1286654,tree
25.8364269,-80.1287023,tree
25.8365929,-80.1289049,tree
25.8366116,-80.1289253,tree
25.83665,-80.1289308,tree
25.8366619,-80.1288559,tree
25.8366616,-80.1290722,tree
25.8358163,-80.128185,tree
25.8358337,-80.128244,tree
25.8358482,-80.1283368,tree
25.8359236,-80.1283332,tree
25.8358451,-80.1283949,tree
25.8358987,-80.1284591,tree
25.8359638,-80.1284896,tree
25.8353839,-80.1282546,tree
25.8354942,-80.128314,tree
25.8355254,-80.1282816,tree
25.8354814,-80.1281912,tree
25.8354734,-80.12815,tree
25.8353558,-80.1281002,tree
25.8353728,-80.127967,tree
25.8351994,-80.1279414,tree
25.8352001,-80.1280155,tree
25.8349833,-80.127952,tree
25.8349049,-80.1279283,tree
25.8349314,-80.1278432,tree
25.8347862,-80.1277595,tree
25.8346945,-80.1277879,tree
25.8344457,-80.1277536,tree
25.8345325,-80.1277496,tree
25.8346129,-80.1277962,tree
25.8344956,-80.1277977,tree
25.8345021,-80.1278548,tree
25.8345601,-80.1278807,tree
25.8344626,-80.1279009,tree
25.8344027,-80.12781,tree
25.8343433,-80.1276754,tree
25.8342465,-80.1276364,tree
25.8341246,-80.1276332,tree
25.833853,-80.1275487,tree
25.8338393,-80.1274551,tree
25.8336071,-80.127432,tree
25.8370573,-80.1265698,tree
25.8370705,-80.1264973,tree
25.837167,-80.126566,tree
25.8370648,-80.1263092,tree
25.8371594,-80.1260589,tree
25.8372797,-80.1260833,tree
25.8374594,-80.1261177,tree
25.8375594,-80.1262083,tree
25.8376461,-80.1264263,tree
25.8376519,-80.1265194,tree
25.83723,-80.1268071,tree
25.8370975,-80.1269029,tree
25.837331,-80.127139,tree
25.8373661,-80.1270945,tree
25.8373812,-80.127195,tree
25.8374183,-80.1272532,tree
25.8375063,-80.1275622,tree
25.8377479,-80.1266198,tree
25.8377439,-80.1266919,tree
25.8377905,-80.1267192,tree
25.8378041,-80.1267793,tree
25.8378366,-80.1268437,tree
25.8378215,-80.1268852,tree
25.837854,-80.1269026,tree
25.8378443,-80.1269719,tree
25.8378613,-80.1270319,tree
25.8378982,-80.1270769,tree
25.8379001,-80.1271179,tree
25.8379114,-80.1271449,tree
25.837938,-80.1271832,tree
25.8379445,-80.1272251,tree
25.8379626,-80.1273179,tree
25.8379868,-80.1273679,tree
25.8379854,-80.1274948,tree
25.8379819,-80.1276018,tree
25.8379852,-80.1276615,tree
25.8380084,-80.1276966,tree
25.83802,-80.1277515,tree
25.8380133,-80.1278017,tree
25.8380055,-80.1279116,tree
25.8373274,-80.1280675,tree
25.8372885,-80.1281245,tree
25.8372871,-80.1282319,tree
25.8374625,-80.12832,tree
25.8374695,-80.128531,tree
25.837455,-80.1286788,tree
25.8373765,-80.1286413,tree
25.8373533,-80.128794,tree
25.8378305,-80.1296342,tree
25.8378457,-80.1295997,tree
25.8378561,-80.1295641,tree
25.8378692,-80.1295358,tree
25.8378859,-80.1294859,tree
25.837899,-80.129466,tree
25.8379107,-80.1294368,tree
25.8379198,-80.1294116,tree
25.8379294,-80.1293893,tree
25.8379403,-80.129362,tree
25.8373166,-80.1279093,tree
25.8379767,-80.1262264,tree
25.838037,-80.1262902,tree
25.8380579,-80.1264015,tree
25.8381251,-80.1264358,tree
25.8381247,-80.1265688,tree
25.838171,-80.1266149,tree
25.8382838,-80.1265477,tree
25.8382962,-80.1266411,tree
25.8385302,-80.1268862,tree
25.8385809,-80.1271357,tree
25.8386367,-80.1270448,tree
25.8385765,-80.1269622,tree
25.838409,-80.1267802,tree
25.8387439,-80.127321,tree
25.8387424,-80.1273681,tree
25.8387927,-80.1274015,tree
25.8387625,-80.1274438,tree
25.8388445,-80.127489,tree
25.8388144,-80.1275415,tree
25.8388731,-80.1275751,tree
25.8388776,-80.1276527,tree
25.8389693,-80.1277205,tree
25.8389696,-80.1277983,tree
25.8390207,-80.1278735,tree
25.8390696,-80.1279506,tree
25.8390896,-80.1280076,tree
25.8391243,-80.1280901,tree
25.8391471,-80.1280156,tree
25.8391853,-80.1281,tree
25.8391575,-80.1281353,tree
25.8391959,-80.1281597,tree
25.8391892,-80.1282496,tree
25.8392193,-80.1283617,tree
25.839267,-80.1284273,tree
25.8392713,-80.1284758,tree
25.8392853,-80.1285377,tree
25.8392901,-80.1285911,tree
25.8393841,-80.128581,tree
25.8393539,-80.1286435,tree
25.839312,-80.1286766,tree
25.8393535,-80.1287182,tree
25.83939,-80.1287785,tree
25.8394051,-80.1288284,tree
25.8394345,-80.1289509,tree
25.8394525,-80.1290221,tree
25.8395959,-80.1290376,tree
25.8394813,-80.1289879,tree
25.8396249,-80.1291256,tree
25.8395644,-80.1292153,tree
25.8396017,-80.1291886,tree
25.8396254,-80.129254,tree
25.8396192,-80.1293116,tree
25.8395884,-80.1294622,tree
25.8396807,-80.1295074,tree
25.8396747,-80.1294677,tree
25.8396725,-80.1295789,tree
25.8397257,-80.1295734,tree
25.8397244,-80.1296224,tree
25.8397545,-80.1295221,tree
25.8398427,-80.1292966,tree
25.8398566,-80.1293812,tree
25.8398613,-80.1294563,tree
25.8399204,-80.129541,tree
25.8399462,-80.1296271,tree
25.8397377,-80.1297629,tree
25.8396169,-80.1299732,tree
25.8397798,-80.1298974,tree
25.839869,-80.1298492,tree
25.8400143,-80.1294864,tree
25.8399912,-80.1294256,tree
25.8400554,-80.1293991,tree
25.8400609,-80.1294924,tree
25.8401023,-80.1293902,tree
25.8401302,-80.1294492,tree
25.8401973,-80.1294569,tree
25.8402246,-80.1293151,tree
25.8401404,-80.1293525,tree
25.8400799,-80.1292909,tree
25.8401841,-80.1291785,tree
25.8401798,-80.1290443,tree
25.8400952,-80.1290449,tree
25.8400945,-80.1290788,tree
25.8400486,-80.1290913,tree
25.8399156,-80.1291286,tree
25.8398538,-80.1291077,tree
25.8398104,-80.1290132,tree
25.8398755,-80.1290169,tree
25.8398316,-80.1289349,tree
25.839801,-80.1289115,tree
25.8398394,-80.128869,tree
25.8397943,-80.1287766,tree
25.8398091,-80.1286997,tree
25.8398148,-80.1285967,tree
25.8398136,-80.1285689,tree
25.8398111,-80.1284315,tree
25.8398008,-80.1283648,tree
25.8399004,-80.1284686,tree
25.8399069,-80.1285431,tree
25.8399446,-80.1284611,tree
25.8400083,-80.1284624,tree
25.8400011,-80.1283971,tree
25.8400806,-80.1283856,tree
25.8399786,-80.1283238,tree
25.8399435,-80.128337,tree
25.8399465,-80.1283868,tree
25.8399147,-80.1283931,tree
25.8400705,-80.1282044,tree
25.840215,-80.1280971,tree
25.840316,-80.1280052,tree
25.840383,-80.1279255,tree
25.8403947,-80.1277518,tree
25.8404667,-80.1277411,tree
25.8404894,-80.1276807,tree
25.8405559,-80.1277324,tree
25.8405637,-80.1276699,tree
25.8407794,-80.1275919,tree
25.8408175,-80.1275671,tree
25.8408567,-80.1275141,tree
25.8409826,-80.1274778,tree
25.8409207,-80.1275232,tree
25.8412079,-80.1273598,tree
25.8412221,-80.1273209,tree
25.8412691,-80.1272902,tree
25.8412429,-80.127234,tree
25.8413131,-80.1271998,tree
25.84129,-80.1271675,tree
25.8412283,-80.1270685,tree
25.8411939,-80.1270347,tree
25.8412222,-80.127681,tree
25.841487,-80.1268549,tree
25.8416473,-80.1269263,tree
25.8417648,-80.1267875,tree
25.8420529,-80.1269136,tree
25.8420309,-80.1279514,tree
25.8420586,-80.1278565,tree
25.8419715,-80.1280711,tree
25.8419983,-80.1280972,tree
25.8417249,-80.1282801,tree
25.8417214,-80.1283923,tree
25.8416603,-80.1283694,tree
25.8414884,-80.128566,tree
25.8415179,-80.128727,tree
25.8410572,-80.1292998,tree
25.8410901,-80.1293629,tree
25.8410419,-80.1294118,tree
25.8403883,-80.1291634,tree
25.8392327,-80.1302605,tree
25.8393685,-80.130226,tree
25.8394346,-80.1301522,tree
25.8360238,-80.1254713,tree
25.8357341,-80.1258566,tree
25.8352491,-80.1256594,tree
25.8352217,-80.1256237,tree
25.8352281,-80.1255627,tree
25.8352658,-80.1255128,tree
25.8353555,-80.125514,tree
25.8353939,-80.1255574,tree
25.8353523,-80.1259072,tree
25.8354465,-80.1259964,tree
25.8354606,-80.1260422,tree
25.8352963,-80.1257825,tree
25.8352474,-80.1257661,tree
25.8351968,-80.1257146,tree
25.834114,-80.1257365,tree
25.8342102,-80.1257261,tree
25.8341367,-80.1256654,tree
25.8342386,-80.1256647,tree
25.8343863,-80.1256448,tree
25.834393,-80.125696,tree
25.8344271,-80.1256466,tree
25.8344674,-80.1256915,tree
25.8345296,-80.1256492,tree
25.8344959,-80.1255868,tree
25.834588,-80.1256375,tree
25.8346571,-80.1255677,tree
25.8338356,-80.1257302,tree
25.8335117,-80.1264291,tree
25.8336252,-80.1264078,tree
25.8336715,-80.1263655,tree
25.8336517,-80.1263267,tree
25.8337334,-80.1262841,tree
25.833793,-80.1263443,tree
25.833818,-80.1262533,tree
25.8339033,-80.1262804,tree
25.8338865,-80.1263291,tree
25.8339309,-80.126383,tree
25.8339487,-80.1262606,tree
25.8340455,-80.1262737,tree
25.8340837,-80.126256,tree
25.8337417,-80.1263967,tree
25.8338212,-80.1263923,tree
25.8329813,-80.1262923,tree
25.8327096,-80.12633,tree
25.8325649,-80.1265561,tree
25.8326053,-80.1266812,tree
25.8322911,-80.1262242,tree
25.8322784,-80.1262826,tree
25.8322207,-80.1262314,tree
25.83215,-80.1261767,tree
25.8321303,-80.1262404,tree
25.8317959,-80.1261707,tree
25.8317972,-80.1262842,tree
25.8319149,-80.126237,tree
25.8319252,-80.1261675,tree
